1.0759536	0.20208858	-0.12984656	-0.43147704	-0.44863558	-0.24899706	-0.15807134	-0.4023909	-0.17505658	-0.14500725	0.12565733	-1.0252756	0.054658994	0.158913	0.070182644	0.10413719
1.1548114	0.15048505	-0.2005371	-0.462777	-0.41789368	-0.30084652	-0.28144002	-0.5433117	-0.06360686	-0.011474695	0.08358808	-0.9850486	0.2107691	0.03691362	0.17288946	0.19398747
1.0996426	-0.07108519	-0.45411795	-0.67767966	-0.16547197	-0.5508238	-0.4378825	-0.57536215	0.1628598	0.16982587	-0.16092269	-0.6477738	0.3422952	-0.1487679	0.3597539	0.44939053
0.84568936	0.105347	-0.18641347	-0.39174506	-0.25636575	-0.22745264	-0.15399724	-0.35351485	-0.058813818	-0.06388028	0.030649658	-0.7063164	0.108576775	0.04351371	0.090459414	0.11333984
0.8845604	0.07390206	-0.21268456	-0.40538082	-0.24014312	-0.26559925	-0.26599392	-0.4063319	0.005008989	0.001363904	0.019502666	-0.6318248	0.16331062	-0.03205564	0.17634514	0.20127165
0.61688894	0.13706791	-0.017145822	-0.16549145	-0.2481193	-0.12767771	-0.03426568	-0.23619837	-0.14389022	-0.07698972	0.07889656	-0.5433786	0.07452508	0.17856339	-0.048274472	0.051426154
0.7542347	-0.035895165	-0.30739346	-0.46065032	-0.18756697	-0.37460136	-0.24554418	-0.39925137	0.035820488	0.1049354	-0.019010274	-0.60331887	0.17133003	-0.09658991	0.2284686	0.25669184
0.76507926	-0.027777795	-0.26967353	-0.3643245	-0.15059185	-0.29871213	-0.2711243	-0.36634997	0.0071639232	0.04011341	-0.028166614	-0.51300853	0.13333866	-0.056257855	0.19736609	0.21493325
0.48093882	-0.14912963	-0.3038129	-0.45896497	0.03757874	-0.34403625	-0.3379615	-0.5168191	0.18674363	0.19328736	-0.23085044	-0.2968697	0.39446443	-0.14184383	0.24419875	0.33988827
0.49840102	0.0070860647	-0.1800947	-0.23582534	-0.07702066	-0.24846506	-0.187459	-0.31186062	0.055565998	0.06270106	-0.02037185	-0.37522534	0.25567487	0.031463206	0.17155775	0.177428
0.66466993	0.23107402	0.041932117	-0.026996547	-0.35768607	-0.0034852698	0.018751318	-0.16755015	-0.12477487	-0.17313	0.18542688	-0.6596048	0.015747841	0.24768545	-0.10267842	-0.099455565
0.36230847	0.073523134	-0.12101244	-0.19983909	-0.12811638	-0.09799623	-0.11367084	-0.21204613	-0.008567444	-0.04137471	0.0063481755	-0.31854522	0.09695552	-0.023773171	0.040889222	0.060722377
0.45608792	0.1975678	0.1223219	0.019005828	-0.25474423	0.0335572	0.106193624	-0.09247906	-0.12843668	-0.22166006	0.22125593	-0.4796467	0.034535494	0.2067001	-0.12417688	-0.075097345
0.53934336	-0.0694339	-0.25366288	-0.35193717	-0.04788884	-0.28923467	-0.2342944	-0.2716264	0.14235407	0.103888944	-0.09883512	-0.34213033	0.1471756	-0.046207473	0.1423129	0.18977506
